company,review_title,source_section,label,text,text_length,rating,review_date,source_url,language
Softtek,Un buen lugar para adquirir experiencia,cons,negative,No hay mucha oportunidad de crecimiento de sueldos Mostrar más,62,4.0,mar 2026,"https://www.glassdoor.com.mx/Reviews/Softtek-Mexico-Reviews-EI_IE108072.0,7_IL.8,14_IN169.htm?countryPickerRedirect=true",es
Softtek,Network engineer,cons,negative,Los sueldos son bajos y no hay aumentos Mostrar más,51,3.0,mar 2026,"https://www.glassdoor.com.mx/Reviews/Softtek-Mexico-Reviews-EI_IE108072.0,7_IL.8,14_IN169.htm?countryPickerRedirect=true",es
Softtek,Comunicación,cons,negative,"Realmente que esos cursos buscan bloquearlos para que no tengas acceso La enorme falta de comunicacion, muchas veces tenias que retrabajar cosas que ya habian quedado por escrito pero que superiores no se molestaban en revisar Mostrar más",238,2.0,mar 2026,"https://www.glassdoor.com.mx/Reviews/Softtek-Mexico-Reviews-EI_IE108072.0,7_IL.8,14_IN169.htm?countryPickerRedirect=true",es
Softtek,Softtek,cons,negative,No hay mucha oportunidad de crecimiento de sueldos,50,3.8,mar 2026,"https://www.glassdoor.com.mx/Reviews/Softtek-Mexico-Reviews-EI_IE108072.0,7_IL.8,14_IN169.htm?countryPickerRedirect=true",es
Softtek,Evaluaciones por cargo,cons,negative,No hay mucha oportunidad de crecimiento de sueldos,50,3.0,mar 2026,"https://www.glassdoor.com.mx/Reviews/Softtek-Mexico-Reviews-EI_IE108072.0,7_IL.8,14_IN169.htm?countryPickerRedirect=true",es
Softtek,Recomendada,cons,negative,No hay mucha oportunidad de crecimiento de sueldos Mostrar más,62,,,"https://www.glassdoor.com.mx/Reviews/Softtek-Mexico-Reviews-EI_IE108072.0,7_IL.8,14_IN169.htm?countryPickerRedirect=true",es
Softtek,Tiene clientes muy competitivos que te permiten crecer profecionalmente,cons,negative,No hay mucha oportunidad de crecimiento de sueldos Mostrar más,62,,,"https://www.glassdoor.com.mx/Reviews/Softtek-Mexico-Reviews-EI_IE108072.0,7_IL.8,14_IN169.htm?countryPickerRedirect=true",es
Softtek,No hay mucha oportunidad de crecimiento de sueldos,cons,negative,No hay mucha oportunidad de crecimiento de sueldos,50,,,"https://www.glassdoor.com.mx/Reviews/Softtek-Mexico-Reviews-EI_IE108072.0,7_IL.8,14_IN169.htm?countryPickerRedirect=true",es
Softtek,Recomendada,cons,negative,Los sueldos son bajos y no hay aumentos Mostrar más,51,,,"https://www.glassdoor.com.mx/Reviews/Softtek-Mexico-Reviews-EI_IE108072.0,7_IL.8,14_IN169.htm?countryPickerRedirect=true",es
Softtek,Buen ambiente laboral y proyectos,cons,negative,Los sueldos son bajos y no hay aumentos Mostrar más,51,,,"https://www.glassdoor.com.mx/Reviews/Softtek-Mexico-Reviews-EI_IE108072.0,7_IL.8,14_IN169.htm?countryPickerRedirect=true",es
Softtek,Los sueldos son bajos y no hay aumentos,cons,negative,Los sueldos son bajos y no hay aumentos,39,,,"https://www.glassdoor.com.mx/Reviews/Softtek-Mexico-Reviews-EI_IE108072.0,7_IL.8,14_IN169.htm?countryPickerRedirect=true",es
Softtek,Recomendada,cons,negative,"Realmente que esos cursos buscan bloquearlos para que no tengas acceso La enorme falta de comunicacion, muchas veces tenias que retrabajar cosas que ya habian quedado por escrito pero que superiores no se molestaban en revisar Mostrar más",238,,,"https://www.glassdoor.com.mx/Reviews/Softtek-Mexico-Reviews-EI_IE108072.0,7_IL.8,14_IN169.htm?countryPickerRedirect=true",es
Softtek,Ofrecen cursos de capacitacion a otras áreas El trabajo es relativamente tranquilo,cons,negative,"Realmente que esos cursos buscan bloquearlos para que no tengas acceso La enorme falta de comunicacion, muchas veces tenias que retrabajar cosas que ya habian quedado por escrito pero que superiores no se molestaban en revisar Mostrar más",238,,,"https://www.glassdoor.com.mx/Reviews/Softtek-Mexico-Reviews-EI_IE108072.0,7_IL.8,14_IN169.htm?countryPickerRedirect=true",es
Softtek,,cons,negative,"Realmente que esos cursos buscan bloquearlos para que no tengas acceso La enorme falta de comunicacion, muchas veces tenias que retrabajar cosas que ya habian quedado por escrito pero que superiores no se molestaban en revisar",226,,,"https://www.glassdoor.com.mx/Reviews/Softtek-Mexico-Reviews-EI_IE108072.0,7_IL.8,14_IN169.htm?countryPickerRedirect=true",es
Softtek,Preguntas frecuentes sobre las evaluaciones de Softtek,cons,negative,"de trabajar en Softtek según las evaluaciones de empleados reales? Los usuarios dicen... "" No benefits or very minimum "" "" Bad management just looking for their own interests "" "" Many managers have no experience so their decisions constantly add stress to the team members and project leaders. "" "" Medium to low pay . "" "" no career path "" ¿Qué ubicaciones de Softtek recibieron las mejores calificaciones de los empleados? Culiacán Mérida Monterrey Ensenada León Guadalajara Ciudad de México Querétaro Aguascalientes",516,3.9,,"https://www.glassdoor.com.mx/Reviews/Softtek-Mexico-Reviews-EI_IE108072.0,7_IL.8,14_IN169.htm?countryPickerRedirect=true",es
Softtek,empleos vacantes de Softtek en México,cons,negative,"de trabajar en Softtek según las evaluaciones de empleados reales? Los usuarios dicen... "" No benefits or very minimum "" "" Bad management just looking for their own interests "" "" Many managers have no experience so their decisions constantly add stress to the team members and project leaders. "" "" Medium to low pay . "" "" no career path "" ¿Qué ubicaciones de Softtek recibieron las mejores calificaciones de los empleados? Culiacán Mérida Monterrey Ensenada León Guadalajara Ciudad de México Querétaro Aguascalientes",516,3.9,,"https://www.glassdoor.com.mx/Reviews/Softtek-Mexico-Reviews-EI_IE108072.0,7_IL.8,14_IN169.htm?countryPickerRedirect=true",es
NEORIS,todo bien,cons,negative,podrian mejorar los sueldos un poco Mostrar más,47,4.0,mar 2026,https://www.glassdoor.com.mx/Evaluaciones/NEORIS-Evaluaciones-E21367.htm?countryPickerRedirect=true,es
NEORIS,Data Developer,cons,negative,Carga laboral a veces de mas Mostrar más,40,2.0,mar 2026,https://www.glassdoor.com.mx/Evaluaciones/NEORIS-Evaluaciones-E21367.htm?countryPickerRedirect=true,es
NEORIS,Soporte,cons,negative,Los sueldos no suelen ser competitivos Mostrar más,50,3.0,mar 2026,https://www.glassdoor.com.mx/Evaluaciones/NEORIS-Evaluaciones-E21367.htm?countryPickerRedirect=true,es
NEORIS,NEORIS,cons,negative,podrian mejorar los sueldos un poco,35,3.7,mar 2026,https://www.glassdoor.com.mx/Evaluaciones/NEORIS-Evaluaciones-E21367.htm?countryPickerRedirect=true,es
NEORIS,Evaluaciones por cargo,cons,negative,podrian mejorar los sueldos un poco,35,3.0,mar 2026,https://www.glassdoor.com.mx/Evaluaciones/NEORIS-Evaluaciones-E21367.htm?countryPickerRedirect=true,es
NEORIS,Recomendada,cons,negative,podrian mejorar los sueldos un poco Mostrar más,47,,,https://www.glassdoor.com.mx/Evaluaciones/NEORIS-Evaluaciones-E21367.htm?countryPickerRedirect=true,es
NEORIS,para comenzar tu carreta esta bien,cons,negative,podrian mejorar los sueldos un poco Mostrar más,47,,,https://www.glassdoor.com.mx/Evaluaciones/NEORIS-Evaluaciones-E21367.htm?countryPickerRedirect=true,es
NEORIS,Recomendada,cons,negative,Carga laboral a veces de mas Mostrar más,40,,,https://www.glassdoor.com.mx/Evaluaciones/NEORIS-Evaluaciones-E21367.htm?countryPickerRedirect=true,es
NEORIS,Aprendes tecnología y estas con clientes buenis,cons,negative,Carga laboral a veces de mas Mostrar más,40,,,https://www.glassdoor.com.mx/Evaluaciones/NEORIS-Evaluaciones-E21367.htm?countryPickerRedirect=true,es
NEORIS,Recomendada,cons,negative,Los sueldos no suelen ser competitivos Mostrar más,50,,,https://www.glassdoor.com.mx/Evaluaciones/NEORIS-Evaluaciones-E21367.htm?countryPickerRedirect=true,es
NEORIS,Aprendizaje directo con el cliente,cons,negative,Los sueldos no suelen ser competitivos Mostrar más,50,,,https://www.glassdoor.com.mx/Evaluaciones/NEORIS-Evaluaciones-E21367.htm?countryPickerRedirect=true,es
NEORIS,Los sueldos no suelen ser competitivos,cons,negative,Los sueldos no suelen ser competitivos,38,,,https://www.glassdoor.com.mx/Evaluaciones/NEORIS-Evaluaciones-E21367.htm?countryPickerRedirect=true,es
Tata Consultancy Services,Salario formato trainee con 3 año de estadia,cons,negative,No sentido de pertenencia No aumento salarial durante el año No hay ascenso de puesto realista Mostrar más,106,4.0,mar 2026,https://www.glassdoor.com.mx/Reviews/Tata-Consultancy-Services-Reviews-E13461.htm?countryPickerRedirect=true,es
Tata Consultancy Services,Poco crecimiento,cons,negative,los horarios varian demasiado de un dia a otro Mostrar más,58,2.0,mar 2026,https://www.glassdoor.com.mx/Reviews/Tata-Consultancy-Services-Reviews-E13461.htm?countryPickerRedirect=true,es
Tata Consultancy Services,Tata Consultancy Services,cons,negative,No sentido de pertenencia No aumento salarial durante el año No hay ascenso de puesto realista,94,3.5,mar 2026,https://www.glassdoor.com.mx/Reviews/Tata-Consultancy-Services-Reviews-E13461.htm?countryPickerRedirect=true,es
Tata Consultancy Services,Evaluaciones por cargo,cons,negative,No sentido de pertenencia No aumento salarial durante el año No hay ascenso de puesto realista,94,3.0,mar 2026,https://www.glassdoor.com.mx/Reviews/Tata-Consultancy-Services-Reviews-E13461.htm?countryPickerRedirect=true,es
Tata Consultancy Services,Recomendada,cons,negative,No sentido de pertenencia No aumento salarial durante el año No hay ascenso de puesto realista Mostrar más,106,,,https://www.glassdoor.com.mx/Reviews/Tata-Consultancy-Services-Reviews-E13461.htm?countryPickerRedirect=true,es
Tata Consultancy Services,No hay presiones Trabajas con el cliente Entrega equipos Beneficios Descuentos Udemy LinkedIn learning,cons,negative,No sentido de pertenencia No aumento salarial durante el año No hay ascenso de puesto realista Mostrar más,106,,,https://www.glassdoor.com.mx/Reviews/Tata-Consultancy-Services-Reviews-E13461.htm?countryPickerRedirect=true,es
Tata Consultancy Services,No sentido de pertenencia No aumento salarial durante el año No hay ascenso de puesto realista,cons,negative,No sentido de pertenencia No aumento salarial durante el año No hay ascenso de puesto realista,94,,,https://www.glassdoor.com.mx/Reviews/Tata-Consultancy-Services-Reviews-E13461.htm?countryPickerRedirect=true,es
Tata Consultancy Services,Recomendada,cons,negative,los horarios varian demasiado de un dia a otro Mostrar más,58,,,https://www.glassdoor.com.mx/Reviews/Tata-Consultancy-Services-Reviews-E13461.htm?countryPickerRedirect=true,es
Tata Consultancy Services,las prestaciones son las de ley,cons,negative,los horarios varian demasiado de un dia a otro Mostrar más,58,,,https://www.glassdoor.com.mx/Reviews/Tata-Consultancy-Services-Reviews-E13461.htm?countryPickerRedirect=true,es
Tata Consultancy Services,los horarios varian demasiado de un dia a otro,cons,negative,los horarios varian demasiado de un dia a otro,46,,,https://www.glassdoor.com.mx/Reviews/Tata-Consultancy-Services-Reviews-E13461.htm?countryPickerRedirect=true,es
Chubb,Desinformación,cons,negative,Ambiente laboral malo Exceso de cursos obligatorios Cambios de management seguido Desconexión entre RH y sus Equipos Desconexión entre todos los equipos Mostrar más,164,4.0,mar 2026,https://www.glassdoor.com.mx/Evaluaciones/Chubb-Evaluaciones-E150.htm?countryPickerRedirect=true,es
Chubb,Modo de Trabajo,cons,negative,La organización y comunicación debería mejorar. Mostrar más,59,5.0,feb 2026,https://www.glassdoor.com.mx/Evaluaciones/Chubb-Evaluaciones-E150.htm?countryPickerRedirect=true,es
Chubb,Buen lugar,cons,negative,Burocracia Ambiente corporativo - - - Mostrar más,49,4.0,ene 2026,https://www.glassdoor.com.mx/Evaluaciones/Chubb-Evaluaciones-E150.htm?countryPickerRedirect=true,es
Chubb,Chubb,cons,negative,Ambiente laboral malo Exceso de cursos obligatorios Cambios de management seguido Desconexión entre RH y sus Equipos Desconexión entre todos los equipos,152,3.7,mar 2026,https://www.glassdoor.com.mx/Evaluaciones/Chubb-Evaluaciones-E150.htm?countryPickerRedirect=true,es
Chubb,Evaluaciones por cargo,cons,negative,Ambiente laboral malo Exceso de cursos obligatorios Cambios de management seguido Desconexión entre RH y sus Equipos Desconexión entre todos los equipos,152,3.0,mar 2026,https://www.glassdoor.com.mx/Evaluaciones/Chubb-Evaluaciones-E150.htm?countryPickerRedirect=true,es
Chubb,Recomendada,cons,negative,Ambiente laboral malo Exceso de cursos obligatorios Cambios de management seguido Desconexión entre RH y sus Equipos Desconexión entre todos los equipos Mostrar más,164,,,https://www.glassdoor.com.mx/Evaluaciones/Chubb-Evaluaciones-E150.htm?countryPickerRedirect=true,es
Chubb,Flexibles en horarios y vacaciones Buen sueldo Buenas Prestaciones Híbrido o Remoto,cons,negative,Ambiente laboral malo Exceso de cursos obligatorios Cambios de management seguido Desconexión entre RH y sus Equipos Desconexión entre todos los equipos Mostrar más,164,,,https://www.glassdoor.com.mx/Evaluaciones/Chubb-Evaluaciones-E150.htm?countryPickerRedirect=true,es
Chubb,Ambiente laboral malo Exceso de cursos obligatorios Cambios de management seguido Desconexión entre RH y sus Equipos Desconexión entre todos los equipos,cons,negative,Ambiente laboral malo Exceso de cursos obligatorios Cambios de management seguido Desconexión entre RH y sus Equipos Desconexión entre todos los equipos,152,,,https://www.glassdoor.com.mx/Evaluaciones/Chubb-Evaluaciones-E150.htm?countryPickerRedirect=true,es
Chubb,Recomendada,cons,negative,La organización y comunicación debería mejorar. Mostrar más,59,,,https://www.glassdoor.com.mx/Evaluaciones/Chubb-Evaluaciones-E150.htm?countryPickerRedirect=true,es
Chubb,"La ventaja es que al ser practicante y tener tiempo parcial se acomoda muy bien a tus estudios, además el formato híbrido es ideal como estudiante.",cons,negative,La organización y comunicación debería mejorar. Mostrar más,59,,,https://www.glassdoor.com.mx/Evaluaciones/Chubb-Evaluaciones-E150.htm?countryPickerRedirect=true,es
Chubb,La organización y comunicación debería mejorar.,cons,negative,La organización y comunicación debería mejorar.,47,,,https://www.glassdoor.com.mx/Evaluaciones/Chubb-Evaluaciones-E150.htm?countryPickerRedirect=true,es
Chubb,Recomendada,cons,negative,Burocracia Ambiente corporativo - - - Mostrar más,49,,,https://www.glassdoor.com.mx/Evaluaciones/Chubb-Evaluaciones-E150.htm?countryPickerRedirect=true,es
Chubb,Flexibilidad Aprendizaje Buen lugar Crecimiento Estabilidad,cons,negative,Burocracia Ambiente corporativo - - - Mostrar más,49,,,https://www.glassdoor.com.mx/Evaluaciones/Chubb-Evaluaciones-E150.htm?countryPickerRedirect=true,es
Chubb,Preguntas frecuentes sobre las evaluaciones de Chubb,cons,negative,"de trabajar en Chubb según las evaluaciones de empleados reales? Los usuarios dicen... "" Poor management and communication with staff "" "" No training and not organized "" "" Senior management is always talking Travelers this and Travelers that! "" "" Low bonus even though performance was good "" "" Upper management is apparently too dense to get this mindset figured out. "" ¿Qué opinan los empleados sobre los despidos en Chubb en 2026? Explora evaluaciones en Glassdoor para comprender lo que dicen los empleados actuales y anteriores sobre los despidos en Chubb y sus perspectivas sobre la seguridad laboral en Chubb en 2026. ¿Qué ubicaciones de Chubb recibieron las calificaciones más altas de los empleados? Monterrey Ciudad de México San Pedro Garza Garcia",757,3.6,,https://www.glassdoor.com.mx/Evaluaciones/Chubb-Evaluaciones-E150.htm?countryPickerRedirect=true,es
Chubb,sueldos,cons,negative,"de trabajar en Chubb según las evaluaciones de empleados reales? Los usuarios dicen... "" Poor management and communication with staff "" "" No training and not organized "" "" Senior management is always talking Travelers this and Travelers that! "" "" Low bonus even though performance was good "" "" Upper management is apparently too dense to get this mindset figured out. "" ¿Qué opinan los empleados sobre los despidos en Chubb en 2026? Explora evaluaciones en Glassdoor para comprender lo que dicen los empleados actuales y anteriores sobre los despidos en Chubb y sus perspectivas sobre la seguridad laboral en Chubb en 2026. ¿Qué ubicaciones de Chubb recibieron las calificaciones más altas de los empleados? Monterrey Ciudad de México San Pedro Garza Garcia",757,3.6,,https://www.glassdoor.com.mx/Evaluaciones/Chubb-Evaluaciones-E150.htm?countryPickerRedirect=true,es
Infosys,Evaluación continua,cons,negative,Se aprecia que el pipeline de new hires es mayor al número de personal de RH Mostrar más,88,4.0,mar 2026,https://www.glassdoor.com.mx/Evaluaciones/Infosys-Evaluaciones-E7927.htm?countryPickerRedirect=true,es
Infosys,Recomendada,cons,negative,Se aprecia que el pipeline de new hires es mayor al número de personal de RH Mostrar más,88,,,https://www.glassdoor.com.mx/Evaluaciones/Infosys-Evaluaciones-E7927.htm?countryPickerRedirect=true,es
Infosys,Múltiples clientes con los cuales puedes trabajar,cons,negative,Se aprecia que el pipeline de new hires es mayor al número de personal de RH Mostrar más,88,,,https://www.glassdoor.com.mx/Evaluaciones/Infosys-Evaluaciones-E7927.htm?countryPickerRedirect=true,es
Infosys,Se aprecia que el pipeline de new hires es mayor al número de personal de RH,cons,negative,Se aprecia que el pipeline de new hires es mayor al número de personal de RH,76,,,https://www.glassdoor.com.mx/Evaluaciones/Infosys-Evaluaciones-E7927.htm?countryPickerRedirect=true,es
Oracle,somos pollitos de colores,cons,negative,"muchos recortes, no aumentos o ajustes Mostrar más",50,4.0,mar 2026,https://www.glassdoor.com.mx/Evaluaciones/Oracle-Evaluaciones-E1737.htm?countryPickerRedirect=true,es
Oracle,Recomendado,cons,negative,Sueldo bajo considerando otras empresas de faangs Mostrar más,61,5.0,mar 2026,https://www.glassdoor.com.mx/Evaluaciones/Oracle-Evaluaciones-E1737.htm?countryPickerRedirect=true,es
Oracle,Mexico,cons,negative,Congelamiento de salario por años No hay feedback ni te dicen que necesitas para el siguiente nivel Te aprueban las promociones pero no las hacen efectivas Mostrar más,167,2.0,mar 2026,https://www.glassdoor.com.mx/Evaluaciones/Oracle-Evaluaciones-E1737.htm?countryPickerRedirect=true,es
Oracle,Recomendada,cons,negative,"muchos recortes, no aumentos o ajustes Mostrar más",50,,,https://www.glassdoor.com.mx/Evaluaciones/Oracle-Evaluaciones-E1737.htm?countryPickerRedirect=true,es
Oracle,"sueldo, ambiente de trabajo, oficinas, seguro medico",cons,negative,"muchos recortes, no aumentos o ajustes Mostrar más",50,,,https://www.glassdoor.com.mx/Evaluaciones/Oracle-Evaluaciones-E1737.htm?countryPickerRedirect=true,es
Oracle,Recomendada,cons,negative,Sueldo bajo considerando otras empresas de faangs Mostrar más,61,,,https://www.glassdoor.com.mx/Evaluaciones/Oracle-Evaluaciones-E1737.htm?countryPickerRedirect=true,es
Oracle,Prestaciones superiores a la ley Buenas Instalaciones,cons,negative,Sueldo bajo considerando otras empresas de faangs Mostrar más,61,,,https://www.glassdoor.com.mx/Evaluaciones/Oracle-Evaluaciones-E1737.htm?countryPickerRedirect=true,es
Oracle,Sueldo bajo considerando otras empresas de faangs,cons,negative,Sueldo bajo considerando otras empresas de faangs,49,,,https://www.glassdoor.com.mx/Evaluaciones/Oracle-Evaluaciones-E1737.htm?countryPickerRedirect=true,es
Oracle,Recomendada,cons,negative,Congelamiento de salario por años No hay feedback ni te dicen que necesitas para el siguiente nivel Te aprueban las promociones pero no las hacen efectivas Mostrar más,167,,,https://www.glassdoor.com.mx/Evaluaciones/Oracle-Evaluaciones-E1737.htm?countryPickerRedirect=true,es
Oracle,Buenas prestaciones Salario medio Buen equipo,cons,negative,Congelamiento de salario por años No hay feedback ni te dicen que necesitas para el siguiente nivel Te aprueban las promociones pero no las hacen efectivas Mostrar más,167,,,https://www.glassdoor.com.mx/Evaluaciones/Oracle-Evaluaciones-E1737.htm?countryPickerRedirect=true,es
Oracle,Congelamiento de salario por años No hay feedback ni te dicen que necesitas para el siguiente nivel Te aprueban las promociones pero no las hacen efectivas,cons,negative,Congelamiento de salario por años No hay feedback ni te dicen que necesitas para el siguiente nivel Te aprueban las promociones pero no las hacen efectivas,155,,,https://www.glassdoor.com.mx/Evaluaciones/Oracle-Evaluaciones-E1737.htm?countryPickerRedirect=true,es
Oracle,Preguntas frecuentes sobre las evaluaciones de Oracle,cons,negative,"de trabajar en Oracle según las evaluaciones de empleados reales? Los usuarios dicen... "" I was hired on a low salary and made my way up to being a very useful asset. "" "" No promotions and no bonuses (for promotions you need to go out of the company and come back) "" "" Managers seem to be caught up in politics and corruption quite frequently and are frequently bad at managing and very good at micromanagement. "" "" Advancement and avoiding frequent layoffs depends solely on politics and relationships with those above you. "" "" poor leadership ; managed by a spreadsheet and billable utilization with no other considerations; just a number "" ¿Qué opinan los empleados sobre los despidos en Oracle en 2026? Explora evaluaciones en Glassdoor para comprender lo que dicen los empleados actuales y anteriores sobre los despidos en Oracle y sus perspectivas sobre la seguridad laboral en Oracle en 2026. ¿Qué ubicaciones de Oracle recibieron las calificaciones más altas de los empleados? Zapopan Guadalajara Ciudad de México Monterrey",1031,3.6,,https://www.glassdoor.com.mx/Evaluaciones/Oracle-Evaluaciones-E1737.htm?countryPickerRedirect=true,es
Oracle,Oracle,cons,negative,"de trabajar en Oracle según las evaluaciones de empleados reales? Los usuarios dicen... "" I was hired on a low salary and made my way up to being a very useful asset. "" "" No promotions and no bonuses (for promotions you need to go out of the company and come back) "" "" Managers seem to be caught up in politics and corruption quite frequently and are frequently bad at managing and very good at micromanagement. "" "" Advancement and avoiding frequent layoffs depends solely on politics and relationships with those above you. "" "" poor leadership ; managed by a spreadsheet and billable utilization with no other considerations; just a number "" ¿Qué opinan los empleados sobre los despidos en Oracle en 2026? Explora evaluaciones en Glassdoor para comprender lo que dicen los empleados actuales y anteriores sobre los despidos en Oracle y sus perspectivas sobre la seguridad laboral en Oracle en 2026. ¿Qué ubicaciones de Oracle recibieron las calificaciones más altas de los empleados? Zapopan Guadalajara Ciudad de México Monterrey",1031,3.6,,https://www.glassdoor.com.mx/Evaluaciones/Oracle-Evaluaciones-E1737.htm?countryPickerRedirect=true,es
IBM,CSE,cons,negative,"Nada que decir, todo bien Mostrar más",37,5.0,mar 2026,https://www.glassdoor.com.mx/Evaluaciones/IBM-Evaluaciones-E354.htm?countryPickerRedirect=true,es
IBM,Bueno,cons,negative,Es muy empresarial y ya Mostrar más,35,5.0,mar 2026,https://www.glassdoor.com.mx/Evaluaciones/IBM-Evaluaciones-E354.htm?countryPickerRedirect=true,es
IBM,Correcto,cons,negative,Presencialidad en oficinas Horarios semi-rígidos Mostrar más,60,3.0,mar 2026,https://www.glassdoor.com.mx/Evaluaciones/IBM-Evaluaciones-E354.htm?countryPickerRedirect=true,es
IBM,IBM,cons,negative,"Nada que decir, todo bien",25,3.9,mar 2026,https://www.glassdoor.com.mx/Evaluaciones/IBM-Evaluaciones-E354.htm?countryPickerRedirect=true,es
IBM,Evaluaciones por cargo,cons,negative,"Nada que decir, todo bien",25,3.0,mar 2026,https://www.glassdoor.com.mx/Evaluaciones/IBM-Evaluaciones-E354.htm?countryPickerRedirect=true,es
IBM,Recomendada,cons,negative,"Nada que decir, todo bien Mostrar más",37,,,https://www.glassdoor.com.mx/Evaluaciones/IBM-Evaluaciones-E354.htm?countryPickerRedirect=true,es
IBM,"Muy bien todo, excelente ambiente",cons,negative,"Nada que decir, todo bien Mostrar más",37,,,https://www.glassdoor.com.mx/Evaluaciones/IBM-Evaluaciones-E354.htm?countryPickerRedirect=true,es
IBM,Recomendada,cons,negative,Es muy empresarial y ya Mostrar más,35,,,https://www.glassdoor.com.mx/Evaluaciones/IBM-Evaluaciones-E354.htm?countryPickerRedirect=true,es
IBM,Ambiente laboral es muy bueno,cons,negative,Es muy empresarial y ya Mostrar más,35,,,https://www.glassdoor.com.mx/Evaluaciones/IBM-Evaluaciones-E354.htm?countryPickerRedirect=true,es
IBM,Recomendada,cons,negative,Presencialidad en oficinas Horarios semi-rígidos Mostrar más,60,,,https://www.glassdoor.com.mx/Evaluaciones/IBM-Evaluaciones-E354.htm?countryPickerRedirect=true,es
IBM,Reto tecnológico según el proyecto donde estés Equipo grande donde hay margen de aprendizaje,cons,negative,Presencialidad en oficinas Horarios semi-rígidos Mostrar más,60,,,https://www.glassdoor.com.mx/Evaluaciones/IBM-Evaluaciones-E354.htm?countryPickerRedirect=true,es
IBM,Presencialidad en oficinas Horarios semi-rígidos,cons,negative,Presencialidad en oficinas Horarios semi-rígidos,48,,,https://www.glassdoor.com.mx/Evaluaciones/IBM-Evaluaciones-E354.htm?countryPickerRedirect=true,es
IBM,Preguntas frecuentes sobre las evaluaciones de IBM,cons,negative,"de trabajar en IBM según las evaluaciones de empleados reales? Los usuarios dicen... "" Low salary and the increment was less than 2% even top performer unless you got band promotion "" "" • Hard to get a promotion unless you have a good manager that is respected and fights for you "" "" Low pay with joke of a raise every year (if you even get one). "" "" No Salary hike .No On site opportunity.Very few are lucky getting visas and traveled to on "" "" Poor leadership : One senior exec's ego is much larger than his brain; no longer values employees. "" ¿Qué opinan los empleados sobre los despidos en IBM en 2026? Explora evaluaciones en Glassdoor para comprender lo que dicen los empleados actuales y anteriores sobre los despidos en IBM y sus perspectivas sobre la seguridad laboral en IBM en 2026. ¿Qué ubicaciones de IBM recibieron las calificaciones más altas de los empleados? Querétaro Zapopan Guadalajara Ciudad de México El Salto Monterrey",942,3.9,,https://www.glassdoor.com.mx/Evaluaciones/IBM-Evaluaciones-E354.htm?countryPickerRedirect=true,es
IBM,IBM,cons,negative,"de trabajar en IBM según las evaluaciones de empleados reales? Los usuarios dicen... "" Low salary and the increment was less than 2% even top performer unless you got band promotion "" "" • Hard to get a promotion unless you have a good manager that is respected and fights for you "" "" Low pay with joke of a raise every year (if you even get one). "" "" No Salary hike .No On site opportunity.Very few are lucky getting visas and traveled to on "" "" Poor leadership : One senior exec's ego is much larger than his brain; no longer values employees. "" ¿Qué opinan los empleados sobre los despidos en IBM en 2026? Explora evaluaciones en Glassdoor para comprender lo que dicen los empleados actuales y anteriores sobre los despidos en IBM y sus perspectivas sobre la seguridad laboral en IBM en 2026. ¿Qué ubicaciones de IBM recibieron las calificaciones más altas de los empleados? Querétaro Zapopan Guadalajara Ciudad de México El Salto Monterrey",942,3.9,,https://www.glassdoor.com.mx/Evaluaciones/IBM-Evaluaciones-E354.htm?countryPickerRedirect=true,es
Apex Systems,Cada vez peor,cons,negative,"-Cambios de horario constantes -Se nota que quieren que sea un puesto de rotación(ahora solo te contratan por 3 meses, en horarios full time de 12 horas y te PAGAN MENOS) -No importa que cumplas en métricas de calidad, eficiencia y puntualidad, tampoco importa que no tengas ninguna ACTA, PIB, CAN RCA, se pueden inventar cualquier excusa para correrte. -Despidos colectivos frecuentes(te dicen que te mandan a la banca de la empresa y al día siguiente te corren) -Te sientes amenazado todo el tiempo con recibir cualquier tipo de amonestación administrativa porque el cliente es totalmente intolerante al más mínimo error. - Te obligan a firmar ""renuncia voluntaria"" para no darte NADA. - Se hacen weyes para pagarte horas extra (literal la gente tuvo que alzar la voz porque a nadie se las pagaron y tuvo que salir el bufón de la empresa a dar la cara).",855,3.0,feb 2026,https://www.glassdoor.com.mx/Evaluaciones/Apex-Systems-Evaluaciones-E13916.htm?countryPickerRedirect=true,es
Apex Systems,Practicas Antagonicas - Cliente es Dios,cons,negative,"Si tuviste mala experiencia en un inicio con el cliente, para Apex lo es todo y no hay manera de reparar tu relacion por mucho que hagas.",137,1.0,feb 2026,https://www.glassdoor.com.mx/Evaluaciones/Apex-Systems-Evaluaciones-E13916.htm?countryPickerRedirect=true,es
Apex Systems,Todo se convierte en call center,cons,negative,"Constante aumento gradual a la carga laboral Contratos ""temporales"" que terminan sin previo aviso",97,3.0,feb 2026,https://www.glassdoor.com.mx/Evaluaciones/Apex-Systems-Evaluaciones-E13916.htm?countryPickerRedirect=true,es
