company,review_title,rating,review_date,source_url,page_number,segment_label,raw_text,language,clean_text,lemma_text,text_length
Chubb,,,,,,cons,La organización y comunicación debería mejorar.,es,la organización y comunicación debería mejorar,organización comunicación deber mejorar,4
Chubb,,,,,,pros,"Flexibilidad
Aprendizaje
Buen lugar
Crecimiento
Estabilidad",es,flexibilidad aprendizaje buen lugar crecimiento estabilidad,flexibilidad aprendizaje lugar crecimiento estabilidad,5
Chubb,,,,,,cons,"Burocracia
Ambiente corporativo
-
-
-",es,burocracia ambiente corporativo,burocracia ambiente corporativo,3
Chubb,,,,,,pros,"Muy buen ambiente laboral, muy automatizado todo, definitivamente es un buen lugar para trabajar.",es,muy buen ambiente laboral muy automatizado todo definitivamente es un buen lugar para trabajar,ambiente laboral automatizado definitivamente lugar trabajar,6
Chubb,,,,,,cons,"Ninguna, en realidad fue una muy buena experiencia y aprendes demasiado.",es,ninguna en realidad fue una muy buena experiencia y aprendes demasiado,realidad experiencia aprend,3
Chubb,,,,,,pros,"prestaciones, ambiente laboral, mucho crecimiento profesional",es,prestaciones ambiente laboral mucho crecimiento profesional,prestación ambiente laboral crecimiento profesional,5
Chubb,,,,,,cons,"algunos lideres con muy mala actitud, no ven por el empleado y te califican mal al cierre de año",es,algunos lideres con muy mala actitud no ven por el empleado y te califican mal al cierre de año,lider malo actitud ver empleado calificar cierre año,8
Chubb,,,,,,pros,Todo el ambito laboral era bueno,es,todo el ambito laboral era bueno,ambito laboral,2
Chubb,,,,,,cons,Ninguna que pude ver en mi tiempo alli,es,ninguna que pude ver en mi tiempo alli,poder tiempo,2
Chubb,,,,,,pros,"Buen sueldo
Buenas prestaciones temporales
Sin presiones 
Mucho tiempo libre",es,buen sueldo buenas prestaciones temporales sin presiones mucho tiempo libre,sueldo prestación temporal presión tiempo libre,6
Chubb,,,,,,cons,"Sub-contratado 
Sin beneficios reales 
Sin beneficios reales
Aguinaldo de 15 dias 
Equipo de computo anticuado 
Sin beneficios 
Favoritismo para obtener la base 
Si respaldo",es,sub contratado sin beneficios reales sin beneficios reales aguinaldo de dias equipo de computo anticuado sin beneficios favoritismo para obtener la base si respaldo,sub contratado beneficio real beneficio real aguinaldo equipo computo anticuado beneficio favoritismo obtener base respaldar,15
Chubb,,,,,,pros,"Prestaciones superiores
Home office
Instalaciones
Buen ambiente laboral",es,prestaciones superiores home office instalaciones buen ambiente laboral,prestación superior homir offacer instalación ambiente laboral,7
Chubb,,,,,,cons,"Salario
Sobrecarga laboral
Mala comunicación
Falta de crecimiento",es,salario sobrecarga laboral mala comunicación falta de crecimiento,salario sobrecarga laboral malo comunicación falta crecimiento,7
Chubb,,,,,,pros,"Early Friday, días libres, utilidades, flexibilidad horaria, modalidad hibrida",es,early friday días libres utilidades flexibilidad horaria modalidad hibrida,early friday libre utilidad flexibilidad horario modalidad hibrido,8
Chubb,,,,,,cons,"Pésima cultura, ambiente no tan amigable para gente nueva. Recursos Humanos no hace un buen trabajo.",es,pésima cultura ambiente no tan amigable para gente nueva recursos humanos no hace un buen trabajo,pésimo cultura ambiente amigable gente recurso humano trabajo,8
Chubb,,,,,,pros,Buenas prestaciones seguro y ambiente laboral,es,buenas prestaciones seguro y ambiente laboral,prestación seguro ambiente laboral,4
Chubb,,,,,,cons,Depende del proyecto el nivel de exigencia,es,depende del proyecto el nivel de exigencia,depender proyecto nivel exigencia,4
Chubb,,,,,,pros,"Salario competitivo
Oportunidades de rotacion
Ambiente joven (en hub Madrid)",es,salario competitivo oportunidades de rotacion ambiente joven en hub madrid,salario competitivo oportunidad rotacion ambiente joven hub madrid,8
Chubb,,,,,,cons,"-Muy top-down

Es normal para empresas tan grandes",es,muy top down es normal para empresas tan grandes,top down normal empresa,4
Chubb,,,,,,pros,Buenos beneficios como los seguros,es,buenos beneficios como los seguros,beneficio seguro,2
Chubb,,,,,,cons,Mucha burocracia y procesos que son comolo,es,mucha burocracia y procesos que son comolo,burocracia proceso comolo,3
Chubb,,,,,,pros,"Tienes oportunidad de crecimiento, proyectos y herramientas",es,tienes oportunidad de crecimiento proyectos y herramientas,tener oportunidad crecimiento proyecto herramienta,5
Chubb,,,,,,cons,Muchos procesos burocráticos para desarrollar,es,muchos procesos burocráticos para desarrollar,proceso burocrático desarrollar,3
Chubb,,,,,,pros,Prestaciones y sistema híbrido de trabajo,es,prestaciones y sistema híbrido de trabajo,prestación sistema híbrido trabajo,4
Chubb,,,,,,cons,"El crecimiento es lento, ya que no hay mucha rotación",es,el crecimiento es lento ya que no hay mucha rotación,crecimiento lento rotación,3
Chubb,,,,,,pros,"prestaciones, medio tiempo, y buen ambiente",es,prestaciones medio tiempo y buen ambiente,prestación tiempo ambiente,3
Chubb,,,,,,cons,Dejaron de dar muchas prestaciones,es,dejaron de dar muchas prestaciones,dejar prestación,2
Chubb,,,,,,pros,"-Buen ambiente laboral, haces muchos amigos todos son muy profesionales
-prestaciones por encima de la competencia por ejemplo tienen plan de pension
-Hay apoyo por parte de los jefes directos ya que upper management si es muy exigente
-Instalaciones muy comodas",es,buen ambiente laboral haces muchos amigos todos son muy profesionales prestaciones por encima de la competencia por ejemplo tienen plan de pension hay apoyo por parte de los jefes directos ya que upper management si es muy exigente instalaciones muy comodas,ambiente laboral amigo profesional prestación competencia ejemplo plan pension apoyo jefe directo upper management exigente instalación comoda,17
Chubb,,,,,,cons,"la
 carga de trabajo a veces puede ser muy pesada
entre juntas y deploys a veces las jornadas se extienden hasta tarde en 
la noche y esto complica poder ir a la oficina los 3 dias a la semana 
que requiere
-Te tienes que estacionar a 4 edificios de distancia",es,la carga de trabajo a veces puede ser muy pesada entre juntas y deploys a veces las jornadas se extienden hasta tarde en la noche y esto complica poder ir a la oficina los dias a la semana que requiere te tienes que estacionar a edificios de distancia,carga trabajo pesado junta deploys jornada extiendar noche complicar oficina semana requerir tener estacionar edificio distancia,16
Chubb,,,,,,pros,"Fondo de ahorro, horario flexible (híbrido), instalaciones buenas.",es,fondo de ahorro horario flexible híbrido instalaciones buenas,fondo ahorro horario flexible híbrido instalación,6
Chubb,,,,,,cons,No es muy claro subir de jerarquía,es,no es muy claro subir de jerarquía,subir jerarquía,2
Chubb,,,,,,pros,"Medio tiempo, hibrido, cerca de escuelas, buena beca",es,medio tiempo hibrido cerca de escuelas buena beca,tiempo hibrido cerca escuela beca,5
Chubb,,,,,,cons,Falta de desarrollo a los becarios,es,falta de desarrollo a los becarios,falta desarrollo becario,3
Chubb,,,,,,pros,"Buenas prestaciones, seguro de gastos medicos menores y utilidades",es,buenas prestaciones seguro de gastos medicos menores y utilidades,prestación seguro gasto medico menor utilidades,6
Chubb,,,,,,cons,Falta de conocimiento tecnico en muchas areas y lideres sin experiencia tecnica con tiempos insostenibles,es,falta de conocimiento tecnico en muchas areas y lideres sin experiencia tecnica con tiempos insostenibles,falta conocimiento tecnico area lider experiencia tecnico tiempo insostenible,9
Chubb,,,,,,pros,Buenas prestaciones excelente ambiente laboral,es,buenas prestaciones excelente ambiente laboral,prestación excelente ambiente laboral,4
Chubb,,,,,,cons,No es full home office,en,no es full home office,es home office,3
Chubb,,,,,,pros,"Prestaciones arriba de ley 
Días extras de vacaciones",es,prestaciones arriba de ley días extras de vacaciones,prestación ley extra vacación,4
Chubb,,,,,,cons,"Eventos muy básicos para los empleados, cada vez más complicado vender",es,eventos muy básicos para los empleados cada vez más complicado vender,evento básico empleado complicado vender,5
Chubb,,,,,,pros,"Buen
 clima de trabajo, son bastante flexibles a la hora de equilibrar vida 
personal y trabajo, dan reconocimiento por comienzo de ciclo lectivo y 
para fin de año,",es,buen clima de trabajo son bastante flexibles a la hora de equilibrar vida personal y trabajo dan reconocimiento por comienzo de ciclo lectivo y para fin de año,clima trabajo flexible hora equilibrar vida personal trabajo reconocimiento comienzo ciclo lectivo año,13
Chubb,,,,,,cons,"los
 sistemas que usan son obsoletos, demasiado burocrático todo, lo que te 
impide avanzar con el trabajo, los sueldos son acorde a mercado, entras 
en categoria 2 de convenio de seguros y es muy dificil que te suban de 
categoría. Pocas posibilidades de crecimiento, el sueldo lo percibis el 
primer día habil del mes",es,los sistemas que usan son obsoletos demasiado burocrático todo lo que te impide avanzar con el trabajo los sueldos son acorde a mercado entras en categoria de convenio de seguros y es muy dificil que te suban de categoría pocas posibilidades de crecimiento el sueldo lo percibis el primer día habil del mes,sistema obsoleto burocrático impedir avanzar trabajo sueldo acorde mercado entra categoria convenio seguro dificil subir categoría posibilidad crecimiento sueldo percibis habil mes,22
Chubb,,,,,,pros,"Facilidades, horario, ambiente, jefes, ubicacion",es,facilidades horario ambiente jefes ubicacion,facilidad horario ambiente jefes ubicacion,5
Chubb,,,,,,cons,"Cierre de mes, cargas de trabajo",es,cierre de mes cargas de trabajo,cierre mes carga trabajo,4
Chubb,,,,,,pros,que tu cv se va a ver bonito con el nombre chubb pero nada mas,es,que tu cv se va a ver bonito con el nombre chubb pero nada mas,cv bonito nombre chubb,4
Chubb,,,,,,cons,"los
 equipos se manejan por dioses intocables sin importar como tratan a sus
 subordinados. si te quejas te corren. te cargan de trabajo sin medir y 
si no lo haces te corren. si no te cuadras con el dios (director) te 
corren. reajustan personal sin importar nada. a recursos humanos le 
importa un cacahuate el ambiente laboral",es,los equipos se manejan por dioses intocables sin importar como tratan a sus subordinados si te quejas te corren te cargan de trabajo sin medir y si no lo haces te corren si no te cuadras con el dios director te corren reajustan personal sin importar nada a recursos humanos le importa un cacahuate el ambiente laboral,equipo manejar dios intocable importar tratar subordinado queja correr carguir trabajo medir correr cuadrar dios director correr reajustar personal importar recurso humano importar cacahuate ambiente laboral,26
IBM,,,,,,pros,"Empresa conservadora.
Ofrece crecimiento y desarrollo de plan de carrera.",es,empresa conservadora ofrece crecimiento y desarrollo de plan de carrera,empresa conservador ofrecer crecimiento desarrollo plan carrera,7
IBM,,,,,,cons,"Mayor exposure para vacantes en India.
Muchos puestos se estan moviendo a otros lugares .",es,mayor exposure para vacantes en india muchos puestos se estan moviendo a otros lugares,exposure vacante india puesto mover lugar,6
IBM,,,,,,pros,"Muy bien todo, excelente ambiente",es,muy bien todo excelente ambiente,excelente ambiente,2
IBM,,,,,,cons,"Nada que decir, todo bien",es,nada que decir todo bien,,0
IBM,,,,,,pros,Ambiente laboral es muy bueno,es,ambiente laboral es muy bueno,ambiente laboral,2
IBM,,,,,,cons,Es muy empresarial y ya,es,es muy empresarial y ya,empresarial,1
IBM,,,,,,pros,"Reto tecnológico según el proyecto donde estés
Equipo grande donde hay margen de aprendizaje",es,reto tecnológico según el proyecto donde estés equipo grande donde hay margen de aprendizaje,reto tecnológico proyecto estés equipo margen aprendizaje,7
IBM,,,,,,cons,"Presencialidad en oficinas
Horarios semi-rígidos",es,presencialidad en oficinas horarios semi rígidos,presencialidad oficina horario semi rígido,5
IBM,,,,,,pros,Puedes tele trabajar en función del proyecto,es,puedes tele trabajar en función del proyecto,poder tele trabajar función proyecto,5
IBM,,,,,,cons,"Te
 dicen que te forman pero la realidad es que te lanzan en proyectos sin 
saber nada y las promociones a banda 7 están paralizadas. Suben muy 
pocos",es,te dicen que te forman pero la realidad es que te lanzan en proyectos sin saber nada y las promociones a banda están paralizadas suben muy pocos,formar realidad lanzar proyecto promoción banda paralizado subir,8
IBM,,,,,,pros,"Muy buenas prestaciones, transporte de la empresa incluido, salario competitivo",es,muy buenas prestaciones transporte de la empresa incluido salario competitivo,prestación transporte empresa incluido salario competitivo,6
IBM,,,,,,cons,"muchos despidos ultimamente, cada vez suben la carga de trabajo por los mismos despidos, ya obligan a ir a la oficina.",es,muchos despidos ultimamente cada vez suben la carga de trabajo por los mismos despidos ya obligan a ir a la oficina,despido ultimamente subir carga trabajo despido obligar oficina,8
IBM,,,,,,pros,"- Trabajo estable
- Buenas prestaciones
- Libertad de tomar vacaciones
- Buenos valores y compañeros",es,trabajo estable buenas prestaciones libertad de tomar vacaciones buenos valores y compañeros,trabajo estable prestación libertad tomar vacación valor compañero,8
IBM,,,,,,cons,"Una
 vez estas dentro es bastante difícil aumentar tu sueldo, aun cumpliendo
 con lo necesario. Suelen agregar mas y mas requerimientos y al final 
algunas veces solo te rechazan la promoción por ""temas de presupuesto"".",es,una vez estas dentro es bastante difícil aumentar tu sueldo aun cumpliendo con lo necesario suelen agregar mas y mas requerimientos y al final algunas veces solo te rechazan la promoción por temas de presupuesto,difícil aumentar sueldo cumplir necesario soler agregar requerimiento rechazar promoción tema presupuesto,12
IBM,,,,,,pros,"Muchos beneficios, como seguro de auto, vida, lentes grátis entre muchas cosas",es,muchos beneficios como seguro de auto vida lentes grátis entre muchas cosas,beneficio seguro auto vida lent grátis cosa,7
IBM,,,,,,cons,Subir de banda es casi imposible,es,subir de banda es casi imposible,subir banda imposible,3
IBM,,,,,,pros,Prestaciones buenas sobretodo en caja de ahorro,es,prestaciones buenas sobretodo en caja de ahorro,prestación sobretodo caja ahorro,4
IBM,,,,,,cons,"No
 te asignan proyectos , si te mandan a banca ten por seguro que te 
despistan a menos que te lleves bien con los managers que asignan los 
proyectos",es,no te asignan proyectos si te mandan a banca ten por seguro que te despistan a menos que te lleves bien con los managers que asignan los proyectos,asignar proyecto mandar banca tar seguro despistar llevser manager asignar proyecto,11
IBM,,,,,,pros,"Buen sueldo
Buen ambiente laboral",es,buen sueldo buen ambiente laboral,sueldo ambiente laboral,3
IBM,,,,,,cons,"Pocas oportunidades de crecimiento
Instalaciones un poco lejanas",es,pocas oportunidades de crecimiento instalaciones un poco lejanas,oportunidad crecimiento instalación lejana,4
IBM,,,,,,pros,"Cultura Organizacional, Globalización, Intercambio entre miembros de distintos países, aprendizaje y desafíos constantes,",es,cultura organizacional globalización intercambio entre miembros de distintos países aprendizaje y desafíos constantes,cultura organizacional globalización intercambio miembro distinto país aprendizaje desafío constante,10
IBM,,,,,,cons,"Los aumentos no son tan recurrentes como me hubiese gustado, a pesar del desempeño.",es,los aumentos no son tan recurrentes como me hubiese gustado a pesar del desempeño,aumento recurrente haber gustar desempeño,5
IBM,,,,,,pros,"Prestaciones, oportunidades, cursos, carga laboral",es,prestaciones oportunidades cursos carga laboral,prestación oportunidad curso carga laboral,5
IBM,,,,,,cons,"Sueldo, aumento, cambio de banda",es,sueldo aumento cambio de banda,sueldo aumento cambio banda,4
IBM,,,,,,pros,Mucho training y viajes. Buena cultura. Buena prepaga galeno o smg,es,mucho training y viajes buena cultura buena prepaga galeno o smg,training viaje cultura prepaga galeno smg,6
IBM,,,,,,cons,"Muuuuy
 pocos beneficios. Aumentos de salario cada 6-7 meses y a inflación 
vencida. No hay bono. La cuota de comisión es la que le pinta al de 
comercial ponerte y si sale que ganas mucho te la bajan.",es,muuuuy pocos beneficios aumentos de salario cada meses y a inflación vencida no hay bono la cuota de comisión es la que le pinta al de comercial ponerte y si sale que ganas mucho te la bajan,muuuuy beneficio aumento salario mes inflación vencido bono cuota comisión pintar comercial ponerte salir ganas bajar,16
IBM,,,,,,pros,La chapa que capaz daba decir trabajo en IBM,es,la chapa que capaz daba decir trabajo en ibm,chapa capaz dar trabajo ibm,5
IBM,,,,,,cons,"El sueldo es un desastre, entra gente siempre que gana màs que vos, si te quedas años ahi sos pobre, no cuidan a las personas",es,el sueldo es un desastre entra gente siempre que gana m s que vos si te quedas años ahi sos pobre no cuidan a las personas,sueldo desastre entrar gente ganar m s vo quedar año sos pobre cuidar persona,14
IBM,,,,,,pros,"Dueño
 de tu tiempo una ves que sabes como hacer las cosas, trabajo hibrido, 
el seguro de gastos médicos, el seguro de flotilla de autos, en ventas 
los bonos si llegas a tu meta son muy buenos.",es,dueño de tu tiempo una ves que sabes como hacer las cosas trabajo hibrido el seguro de gastos médicos el seguro de flotilla de autos en ventas los bonos si llegas a tu meta son muy buenos,dueño tiempo ves cosa trabajo hibrido seguro gasto médico seguro flotilla auto venta bono llegar meta,16
IBM,,,,,,cons,"Constantemente
 tienes que estar demostrando nuevos conocimientos aunque tu trabajo sea
 excelente y ´por más que entregues todo a tiempo siempre habrá un 
sistema nuevo de inteligencia artificial que te ´pueda sustituir.",es,constantemente tienes que estar demostrando nuevos conocimientos aunque tu trabajo sea excelente y por más que entregues todo a tiempo siempre habrá un sistema nuevo de inteligencia artificial que te pueda sustituir,constantemente tener demostrar conocimiento trabajo excelente entregues tiempo sistema inteligencia artificial sustituir,12
IBM,,,,,,pros,"El ambiente laboral, el cuidado al trabajador, los valores de la empresa hace que trabajes feliz y comodo.",es,el ambiente laboral el cuidado al trabajador los valores de la empresa hace que trabajes feliz y comodo,ambiente laboral cuidado trabajador valor empresa trabaj feliz comodo,9
IBM,,,,,,cons,Las prestaciones muy buenas solo el fondo de ahorro esta a la mitad del tope de ley.,es,las prestaciones muy buenas solo el fondo de ahorro esta a la mitad del tope de ley,prestación fondo ahorro mitad tope ley,6
IBM,,,,,,pros,"1.Cultura organizacional sólida
2.Fuerte enfoque en diversidad e inclusión
3.Buen equilibrio entre vida laboral y personal
4.Prestaciones y beneficios competitivos
5.Marca fuerte para el desarrollo profesional",es,cultura organizacional sólida fuerte enfoque en diversidad e inclusión buen equilibrio entre vida laboral y personal prestaciones y beneficios competitivos marca fuerte para el desarrollo profesional,cultura organizacional sólido fuerte enfoque diversidad inclusión equilibrio vida laboral personal prestación beneficio competitivo marcar fuerte desarrollo profesional,18
IBM,,,,,,cons,"1.Crecimiento profesional lento
2.Movilidad interna complicada
3.Dependencia del proyecto o cliente
4.Gestión y liderazgo inconsistentes
5.Salarios que pueden estancarse",es,crecimiento profesional lento movilidad interna complicada dependencia del proyecto o cliente gestión y liderazgo inconsistentes salarios que pueden estancarse,crecimiento profesional lento movilidad interno complicado dependencia proyecto cliente gestión liderazgo inconsistente salario estancar él,15
IBM,,,,,,pros,"- hay 2 días de Home Office 
- hay gente que está comprometida por los beneficios que se otorgan 
- un ambiente de trabajo ok
- vending machines que reciben tarjeta de crédito y efectivo",es,hay días de home office hay gente que está comprometida por los beneficios que se otorgan un ambiente de trabajo ok vending machines que reciben tarjeta de crédito y efectivo,home office gente comprometido beneficio otorgar ambiente trabajo ok vending machín recibir tarjeta crédito efectivo,15
IBM,,,,,,cons,"- Demasiado lejos de la ZMG sin rutas alternas y si las hay son peligrosas.
- Las rutas que ofrecen no abastecen ni mitigan nada y lso horarios son terribles
- Hay cafetería, no hay proveedor (un espacio con sillas y mesas)
- No hay mucha variedad de comida cerca
- Muy burocrático todo, y todo mundo te manda con alguien más, nadie se hace cargo de nada (ni el manager)
- Creen que un AI Chatbot te saca del apuro en absolutamente todo",es,demasiado lejos de la zmg sin rutas alternas y si las hay son peligrosas las rutas que ofrecen no abastecen ni mitigan nada y lso horarios son terribles hay cafetería no hay proveedor un espacio con sillas y mesas no hay mucha variedad de comida cerca muy burocrático todo y todo mundo te manda con alguien más nadie se hace cargo de nada ni el manager creen que un ai chatbot te saca del apuro en absolutamente todo,lejos zmg ruta alterno peligroso ruta ofrecer abastecer mitigar lsir horario terrible cafetería proveedor espacio silla mesa variedad comida cerca burocrático mundo mandar alguien cargo manager creer ai chatbot sacar apuro absolutamente,32
IBM,,,,,,pros,"Remoto, buen sueldo, aprendizaje continuo, plataformas para certificado, networking",es,remoto buen sueldo aprendizaje continuo plataformas para certificado networking,remoto sueldo aprendizaje continuo plataforma certificado networking,7
IBM,,,,,,cons,Puede ser inestable si el proyecto con el que trabajas no continúa o ya no necesita de IBM,es,puede ser inestable si el proyecto con el que trabajas no continúa o ya no necesita de ibm,inestable proyecto trabajar continuar necesitar ibm,6
IBM,,,,,,pros,"Haces curriculum, networking, buenos cursos. Teletrabajo.",en,haces curriculum networking buenos cursos teletrabajo,hace curriculum network buenos cursos teletrabajo,6
IBM,,,,,,cons,Sueldos bajos y condiciones mejorables. Largas horas.,es,sueldos bajos y condiciones mejorables largas horas,sueldo bajo condición mejorable larga hora,6
IBM,,,,,,pros,Good environment to work for,en,good environment to work for,good environment work,3
IBM,,,,,,cons,difficult to climb the ladder,en,difficult to climb the ladder,difficult climb ladder,3
IBM,,,,,,pros,"Sueldo, prestaciones, proyectos, oficinas, esquema híbrido",es,sueldo prestaciones proyectos oficinas esquema híbrido,sueldo prestación proyecto oficina esquema híbrido,6
IBM,,,,,,cons,"Crecimiento profesional, path de carrera, gerentes",es,crecimiento profesional path de carrera gerentes,crecimiento profesional path carrera gerent,5
IBM,,,,,,pros,"Buen ambiente de trabajo
Fondo de ahorro
Trabajo híbrido en algunos proyectos",es,buen ambiente de trabajo fondo de ahorro trabajo híbrido en algunos proyectos,ambiente trabajo fondo ahorro trabajo híbrido proyecto,7
IBM,,,,,,cons,"Distancia a las oficinas
Es difícil que te acomoden en otro proyecto",es,distancia a las oficinas es difícil que te acomoden en otro proyecto,distancia oficina difícil acomodir proyecto,5
IBM,,,,,,pros,"Prestaciones superiores.. seguro de GMM
Seguro de auto a tarifa especial, plan de pensiones",es,prestaciones superiores seguro de gmm seguro de auto a tarifa especial plan de pensiones,prestación superior seguro gmm seguro auto tarifa especial plan pensión,10
IBM,,,,,,cons,"Trabajas
 casi todos los últimos del mes, incluyendo 24 y 31 hasta las 12 pm que 
termina el año fiscal, la nomina es mensual por lo que las aclaraciones,
 aunque son mínimas, son un poco tardadas",es,trabajas casi todos los últimos del mes incluyendo y hasta las pm que termina el año fiscal la nomina es mensual por lo que las aclaraciones aunque son mínimas son un poco tardadas,trabajar mes incluir pm terminar año fiscal nomina mensual aclaración mínimo tardada,12
IBM,,,,,,pros,"Buena Cultura, buenas prestaciones, buenos clientes",es,buena cultura buenas prestaciones buenos clientes,cultura prestación cliente,3
IBM,,,,,,cons,"Las
 oficinas estan en las afueras de la ciudad y puede resultar un poco 
dificil transportarce, aunque cuenta con su servicio de transporte.",es,las oficinas estan en las afueras de la ciudad y puede resultar un poco dificil transportarce aunque cuenta con su servicio de transporte,oficina afuera ciudad resultar dificil transportarce servicio transporte,8
Infosys,,,,,,pros,"Strong brand value on resume
Good training for freshers
Decent work-life balance (in many teams)
Onsite opportunities available
Stable job environment",en,strong brand value on resume good training for freshers decent work life balance in many teams onsite opportunities available stable job environment,strong brand value resume good training fresher decent work life balance team onsite opportunity available stable job environment,18
Infosys,,,,,,cons,"Slow salary growth
Limited role flexibility
Bureaucratic processes
Project quality varies a lot
Less exposure to latest tech in some roles",en,slow salary growth limited role flexibility bureaucratic processes project quality varies a lot less exposure to latest tech in some roles,slow salary growth limit role flexibility bureaucratic process project quality vary lot exposure late tech role,16
Infosys,,,,,,pros,Múltiples clientes con los cuales puedes trabajar,es,múltiples clientes con los cuales puedes trabajar,múltiple cliente poder trabajar,4
Infosys,,,,,,cons,Se aprecia que el pipeline de new hires es mayor al número de personal de RH,es,se aprecia que el pipeline de new hires es mayor al número de personal de rh,apreciar pipeline new hir número personal rh,7
Infosys,,,,,,pros,Stable Job no worries about layoffs,en,stable job no worries about layoffs,stable job worry layoff,4
Infosys,,,,,,cons,Sometimes need to stretch to 14 hours,en,sometimes need to stretch to hours,need stretch hour,3
Infosys,,,,,,pros,Lugar para aprender y crecer profesionalmente,es,lugar para aprender y crecer profesionalmente,lugar aprender crecer profesionalmente,4
Infosys,,,,,,cons,No hay aumentos una vez que ingresas,es,no hay aumentos una vez que ingresas,aumento ingresa,2
Infosys,,,,,,pros,"Home office, prestaciones de ley",unknown,home office prestaciones de ley,home office prestaciones de ley,5
Infosys,,,,,,cons,"Falta de proyectos, falta de comunicación, nulos aumentos",es,falta de proyectos falta de comunicación nulos aumentos,falta proyecto faltar comunicación nulo aumento,6
Infosys,,,,,,pros,"Hybrid
 or remote work, or sometimes weekends and full week, but this is not 
common, depending on the project. Many projects are not too demanding, 
so you’re often quite relaxed. They are also patient with the time you 
spend on the bench.",en,hybrid or remote work or sometimes weekends and full week but this is not common depending on the project many projects are not too demanding so you re often quite relaxed they are also patient with the time you spend on the bench,hybrid remote work weekend week common depend project project demanding relaxed patient time spend bench,15
Infosys,,,,,,cons,"The
 salary is not very competitive compared to other companies. There are 
limited projects available for junior levels, and opportunities often 
depend heavily on the manager. Additionally, career growth within the 
company can be limited.",en,the salary is not very competitive compared to other companies there are limited projects available for junior levels and opportunities often depend heavily on the manager additionally career growth within the company can be limited,salary competitive compare company limited project available junior level opportunity depend heavily manager additionally career growth company limit,18
Infosys,,,,,,pros,Tienen muy buenas capacitaciones y el salario es bueno a secas,es,tienen muy buenas capacitaciones y el salario es bueno a secas,capacitación salario secas,3
Infosys,,,,,,cons,"Proyectos demasiado con mucha presión, es imposible encontrar un balance entre tu vida personal y los proyectos",es,proyectos demasiado con mucha presión es imposible encontrar un balance entre tu vida personal y los proyectos,proyecto presión imposible encontrar balance vida personal proyecto,8
Infosys,,,,,,pros,"Estabilidad, buenos proyectos, mucho que aprender",es,estabilidad buenos proyectos mucho que aprender,estabilidad proyecto aprender,3
Infosys,,,,,,cons,No subes rápido de puesto ni de ingresos,es,no subes rápido de puesto ni de ingresos,subir rápido puesto ingreso,4
Infosys,,,,,,pros,Buen ambiente de trabajo y colaboración,es,buen ambiente de trabajo y colaboración,ambiente trabajo colaboración,3
Infosys,,,,,,cons,Sueldos bajos y mucha burocracia,es,sueldos bajos y mucha burocracia,sueldo bajo burocracia,3
Infosys,,,,,,pros,No tuve. Lleno esta casilla porque es obligatorio,es,no tuve lleno esta casilla porque es obligatorio,tener lleno casilla obligatorio,4
Infosys,,,,,,cons,"Todas.
 Estuve contratado como tercerizado para otra empresa y nunca nos 
sentimos ni representados ni defendidos por nuestro trabajo. No teníamos
 beneficios similares a los empleados de la compañía por la cual 
trabajábamos 40 horas semanales y se generó mucho ruido interno con 
nuestra coordinadora.",es,todas estuve contratado como tercerizado para otra empresa y nunca nos sentimos ni representados ni defendidos por nuestro trabajo no teníamos beneficios similares a los empleados de la compañía por la cual trabajábamos horas semanales y se generó mucho ruido interno con nuestra coordinadora,estar contratar tercerizado empresa sentir representado defendido trabajo tener beneficio similar empleado compañía trabajábar hora semanal generar ruido interno coordinadora,20
Infosys,,,,,,pros,"Trabajo híbrido
Apoyo para silla ergonómica
Apoyo para internet",es,trabajo híbrido apoyo para silla ergonómica apoyo para internet,trabajo híbrido apoyo silla ergonómico apoyo internet,7
Infosys,,,,,,cons,"Mala dirección 
Managers sin metas claras
Bajo crecimiento",es,mala dirección managers sin metas claras bajo crecimiento,malo dirección managers meta claro crecimiento,6
Infosys,,,,,,pros,la compensacion era muy justa,es,la compensacion era muy justa,compensacion justo,2
Infosys,,,,,,cons,la ubicacion no era la mejor,es,la ubicacion no era la mejor,ubicacion,1
Infosys,,,,,,pros,"Tienen
 programas donde emplean personas recién graduadas para capacitarlos 
como desarrolladores y con base en los cursos que te asignen te buscan 
un proyecto relacionado. A mi me capacitaron para ser Full-Stack junior y
 me consiguieron un proyecto de Front-End con React donde permanecí 3 
años.",es,tienen programas donde emplean personas recién graduadas para capacitarlos como desarrolladores y con base en los cursos que te asignen te buscan un proyecto relacionado a mi me capacitaron para ser full stack junior y me consiguieron un proyecto de front end con react donde permanecí años,programa emplear persona recién graduada capacitar él desarrollador base curso asignir buscar proyecto relacionado capacitar full stack junior conseguir proyecto front end react permanecer año,25
Infosys,,,,,,cons,"Estando
 en banca también te pueden asignar cursos en tecnologías de nicho y 
asignar a un proyecto donde te puedes estancar por solo trabajar con esa
 tecnología,",es,estando en banca también te pueden asignar cursos en tecnologías de nicho y asignar a un proyecto donde te puedes estancar por solo trabajar con esa tecnología,estar banca asignar curso tecnología nicho asignar proyecto poder estancar trabajar tecnología,12
Infosys,,,,,,pros,Fondo de ahorro y prestaciones,es,fondo de ahorro y prestaciones,fondo ahorro prestación,3
Infosys,,,,,,cons,Poco crecimiento a largo plazo,es,poco crecimiento a largo plazo,crecimiento plazo,2
